Product ,Flow,State,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
312--Beverages & Tobacco Products,Imports,Pennsylvania,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,7.0,7.0,13.0,17.0,25.0
315--Apparel & Accessories,Imports,Pennsylvania,70.0,66.0,62.0,45.0,52.0,49.0,33.0,28.0,35.0,31.0,40.0,31.0,32.0,38.0,25.0,25.0
212--Minerals & Ores,Imports,Pennsylvania,3.0,9.0,17.0,11.0,9.0,9.0,5.0,1.0,3.0,10.0,4.0,17.0,20.0,3.0,6.0,11.0
316--Leather & Allied Products,Imports,Pennsylvania,3.0,6.0,9.0,7.0,6.0,8.0,7.0,7.0,7.0,7.0,6.0,3.0,17.0,19.0,13.0,7.0
313--Textiles & Fabrics,Imports,Pennsylvania,15.0,15.0,12.0,11.0,14.0,12.0,7.0,6.0,14.0,11.0,16.0,19.0,13.0,14.0,16.0,7.0
323--Printed Matter & Related Products,Imports,Pennsylvania,0.0,0.0,3.0,0.0,9.0,7.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,4.0,6.0
321--Wood Products,Imports,Pennsylvania,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,16.0,12.0,8.0,2.0,4.0,4.0
324--Petroleum & Coal Products,Imports,Pennsylvania,0.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,2.0,3.0
114--Fish & Other Marine Products,Imports,Pennsylvania,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0
930--Used Or Second-Hand Merchandise,Imports,Pennsylvania,0.0,0.0,0.0,0.0,0.0,2.0,3.0,25.0,1.0,1.0,0.0,0.0,4.0,2.0,1.0,1.0
112--Livestock & Livestock Products,Imports,Pennsylvania,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
990--Other Special Classification Provisions,Imports,Pennsylvania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
920--Used Or Second-Hand Merchandise,Imports,Pennsylvania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511--Newspapers & Other Published Matter,Imports,Pennsylvania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211--Oil & Gas,Imports,Pennsylvania,0.0,0.0,0.0,0.0,0.0,210.0,350.0,26.0,25.5,25.0,25.0,25.0,25.0,25.0,25.0,25.0
113--Forestry Products,Imports,Pennsylvania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--All Merchandise,Exports,Pennsylvania,2009.0,2413.0,2631.0,2831.0,3453.0,3730.0,4180.0,3679.0,4062.0,4211.0,4241.0,3807.0,4853.0,5246.0,5377.0,5146.0
325--Chemicals,Exports,Pennsylvania,510.0,577.0,541.0,622.0,867.0,1016.0,1012.0,840.0,1054.0,1263.0,1305.0,1413.0,1828.0,1874.0,1715.0,1511.0
331--Primary Metal Manufactures,Exports,Pennsylvania,316.0,467.0,560.0,531.0,630.0,521.0,431.0,397.0,492.0,558.0,501.0,345.0,482.0,566.0,608.0,712.0
336--Transportation Equipment,Exports,Pennsylvania,90.0,159.0,234.0,243.0,239.0,324.0,464.0,485.0,455.0,280.0,278.0,172.0,244.0,494.0,567.0,533.0
"335--Electrical Equipment, Appliances & Components",Exports,Pennsylvania,110.0,133.0,171.0,246.0,329.0,370.0,468.0,394.0,444.0,493.0,474.0,375.0,459.0,448.0,568.0,507.0
"333--Machinery, Except Electrical",Exports,Pennsylvania,209.0,169.0,230.0,276.0,370.0,427.0,516.0,449.0,454.0,467.0,391.0,330.0,361.0,307.0,353.0,331.0
334--Computer & Electronic Products,Exports,Pennsylvania,236.0,299.0,275.0,217.0,208.0,209.0,313.0,195.0,196.0,198.0,166.0,205.0,312.0,339.0,355.0,321.0
326--Plastics & Rubber Products,Exports,Pennsylvania,55.0,69.0,81.0,89.0,121.0,133.0,156.0,141.0,153.0,175.0,238.0,192.0,208.0,265.0,315.0,304.0
332--Fabricated Metal Products,Exports,Pennsylvania,73.0,84.0,95.0,125.0,159.0,167.0,192.0,210.0,204.0,203.0,232.0,209.0,245.0,259.0,258.0,264.0
311--Processed Foods,Exports,Pennsylvania,110.0,107.0,128.0,126.0,130.0,124.0,150.0,135.0,135.0,127.0,121.0,114.0,124.0,165.0,159.0,189.0
313--Textiles & Fabrics,Exports,Pennsylvania,16.0,24.0,25.0,27.0,30.0,22.0,23.0,22.0,21.0,18.0,111.0,90.0,78.0,82.0,94.0,93.0
339--Miscellaneous Manufactures,Exports,Pennsylvania,23.0,22.0,31.0,39.0,60.0,81.0,97.0,83.0,89.0,101.0,70.0,80.0,70.0,56.0,71.0,88.0
322--Paper,Exports,Pennsylvania,22.0,21.0,34.0,31.0,50.0,54.0,63.0,71.0,58.0,51.0,38.0,32.0,54.0,62.0,56.0,62.0
327--Nonmetallic Mineral Products,Exports,Pennsylvania,76.0,108.0,119.0,129.0,116.0,107.0,101.0,90.0,94.0,98.0,112.0,72.0,105.0,87.0,70.0,61.0
910--Waste And Scrap,Exports,Pennsylvania,18.0,29.0,23.0,53.0,30.0,22.0,29.0,31.0,58.0,57.0,53.0,63.0,111.0,110.0,83.0,59.0
324--Petroleum & Coal Products,Exports,Pennsylvania,11.0,16.0,14.0,13.0,19.0,21.0,22.0,27.0,42.0,28.0,41.0,20.0,38.0,37.0,32.0,29.0
321--Wood Products,Exports,Pennsylvania,8.0,20.0,11.0,30.0,32.0,34.0,49.0,53.0,58.0,43.0,63.0,38.0,44.0,39.0,24.0,18.0
930--Used Or Second-Hand Merchandise,Exports,Pennsylvania,0.0,0.0,0.0,2.0,4.0,6.0,4.0,7.0,5.0,3.0,4.0,4.0,10.0,8.0,10.0,11.0
111--Agricultural Products,Exports,Pennsylvania,4.0,1.0,0.0,2.0,1.0,1.0,5.0,4.0,3.0,5.0,10.0,10.0,18.0,12.0,7.0,9.0
211--Oil & Gas,Exports,Pennsylvania,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,2.0,0.0,0.0,0.0,25.0,0.0,0.0,8.0
323--Printed Matter & Related Products,Exports,Pennsylvania,2.0,4.0,7.0,10.0,12.0,14.0,23.0,15.0,14.0,16.0,9.0,11.0,9.0,7.0,9.0,8.0
315--Apparel & Accessories,Exports,Pennsylvania,4.0,5.0,6.0,7.0,6.0,7.0,9.0,3.0,3.0,3.0,3.0,3.0,4.0,6.0,5.0,6.0
337--Furniture & Fixtures,Exports,Pennsylvania,5.0,4.0,3.0,4.0,4.0,5.0,6.0,5.0,8.0,4.0,4.0,3.0,3.0,5.0,6.0,6.0
314--Textile Mill Products,Exports,Pennsylvania,2.0,7.0,5.0,3.0,12.0,3.0,3.0,4.0,5.0,6.0,6.0,6.0,10.0,9.0,5.0,6.0
212--Minerals & Ores,Exports,Pennsylvania,67.0,41.0,5.0,5.0,10.0,43.0,12.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,5.0
990--Other Special Classification Provisions,Exports,Pennsylvania,29.0,42.0,27.0,2.0,2.0,7.0,4.0,6.0,6.0,3.0,4.0,12.0,2.0,3.0,4.0,3.0
316--Leather & Allied Products,Exports,Pennsylvania,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0
312--Beverages & Tobacco Products,Exports,Pennsylvania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0
112--Livestock & Livestock Products,Exports,Pennsylvania,3.0,1.0,1.0,1.0,9.0,6.0,7.0,6.0,2.0,1.0,3.0,2.0,3.0,1.0,0.0,0.0
113--Forestry Products,Exports,Pennsylvania,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114--Fish & Other Marine Products,Exports,Pennsylvania,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.5,0.0
920--Used Or Second-Hand Merchandise,Exports,Pennsylvania,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511--Newspapers & Other Published Matter,Exports,Pennsylvania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--All Merchandise,Imports,Rhode Island,701.0,869.0,1065.0,1297.0,1080.0,945.0,1214.0,1151.0,2223.0,2490.0,2923.0,1479.0,1369.0,1437.0,1435.0,1658.0
336--Transportation Equipment,Imports,Rhode Island,510.0,667.0,755.0,899.0,780.0,750.0,1015.0,963.0,2055.0,2304.0,2752.0,1268.0,1189.0,1268.0,1218.0,1423.0
339--Miscellaneous Manufactures,Imports,Rhode Island,57.0,55.0,31.0,23.0,23.0,22.0,34.0,72.0,54.0,57.0,50.0,52.0,48.0,32.0,68.0,77.0
331--Primary Metal Manufactures,Imports,Rhode Island,47.0,56.0,192.0,300.0,184.0,62.0,47.0,7.0,9.0,16.0,15.0,15.0,30.0,30.0,32.0,29.0
"333--Machinery, Except Electrical",Imports,Rhode Island,4.0,4.0,15.0,21.0,29.0,30.0,28.0,35.0,40.0,43.0,25.0,24.0,10.0,12.0,20.0,21.0
"335--Electrical Equipment, Appliances & Components",Imports,Rhode Island,2.0,4.0,3.0,6.0,10.0,13.0,13.0,13.0,13.0,16.0,20.0,19.0,23.0,27.0,33.0,19.0
332--Fabricated Metal Products,Imports,Rhode Island,12.0,15.0,16.0,15.0,13.0,17.0,19.0,20.0,21.0,23.0,22.0,15.0,17.0,19.0,18.0,18.0
334--Computer & Electronic Products,Imports,Rhode Island,25.0,26.0,9.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,4.0,3.0,9.0,5.0,16.0
980--Goods Returned (Exports and Imports) and Reimports - Canada Only,Imports,Rhode Island,11.0,11.0,6.0,5.0,8.0,6.0,7.0,5.0,5.0,5.0,6.0,47.0,6.0,5.0,7.0,11.0
312--Beverages & Tobacco Products,Imports,Rhode Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,2.0,1.0,5.0,10.0
327--Nonmetallic Mineral Products,Imports,Rhode Island,0.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,7.0,9.0,9.0
313--Textiles & Fabrics,Imports,Rhode Island,6.0,4.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,7.0,13.0,6.0,5.0,6.0,6.0
325--Chemicals,Imports,Rhode Island,1.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,3.0,6.0,3.0,6.0
311--Processed Foods,Imports,Rhode Island,0.0,0.0,0.0,3.0,5.0,5.0,5.0,1.0,2.0,2.0,3.0,2.0,2.0,5.0,4.0,4.0
326--Plastics & Rubber Products,Imports,Rhode Island,3.0,6.0,6.0,6.0,9.0,7.0,12.0,8.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0
314--Textile Mill Products,Imports,Rhode Island,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,15.0,8.0,1.0,2.0
111--Agricultural Products,Imports,Rhode Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
910--Waste And Scrap,Imports,Rhode Island,0.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0
315--Apparel & Accessories,Imports,Rhode Island,3.0,3.0,4.0,4.0,4.0,7.0,8.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
337--Furniture & Fixtures,Imports,Rhode Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
321--Wood Products,Imports,Rhode Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322--Paper,Imports,Rhode Island,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323--Printed Matter & Related Products,Imports,Rhode Island,0.0,1.0,11.0,7.333333333333334,3.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
930--Used Or Second-Hand Merchandise,Imports,Rhode Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316--Leather & Allied Products,Imports,Rhode Island,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
990--Other Special Classification Provisions,Imports,Rhode Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
920--Used Or Second-Hand Merchandise,Imports,Rhode Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324--Petroleum & Coal Products,Imports,Rhode Island,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
212--Minerals & Ores,Imports,Rhode Island,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
114--Fish & Other Marine Products,Imports,Rhode Island,7.0,4.0,2.0,1.0,1.0,11.0,5.0,6.0,4.0,5.0,9.0,3.0,1.0,0.0,0.0,0.0
113--Forestry Products,Imports,Rhode Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112--Livestock & Livestock Products,Imports,Rhode Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0
0--All Merchandise,Exports,Rhode Island,84.0,136.0,158.0,150.0,166.0,195.0,181.0,209.0,221.0,199.0,188.0,171.0,165.0,150.0,220.0,188.0
"335--Electrical Equipment, Appliances & Components",Exports,Rhode Island,4.0,5.0,9.0,27.0,37.0,40.0,34.0,30.0,25.0,30.0,30.0,21.0,27.0,32.0,55.0,40.0
325--Chemicals,Exports,Rhode Island,9.0,13.0,27.0,23.0,27.0,30.0,16.0,12.0,15.0,22.0,31.0,25.0,23.0,28.0,40.0,39.0
331--Primary Metal Manufactures,Exports,Rhode Island,8.0,27.0,21.0,22.0,15.0,15.0,12.0,6.0,20.0,24.0,8.0,10.0,22.0,8.0,21.0,28.0
"333--Machinery, Except Electrical",Exports,Rhode Island,13.0,9.0,12.0,8.0,11.0,10.0,15.0,18.0,18.0,14.0,17.0,18.0,10.0,14.0,26.0,18.0
326--Plastics & Rubber Products,Exports,Rhode Island,10.0,15.0,21.0,18.0,21.0,23.0,28.0,21.0,21.0,22.0,27.0,22.0,19.0,17.0,24.0,17.0
336--Transportation Equipment,Exports,Rhode Island,2.0,2.0,5.0,8.0,9.0,9.0,17.0,51.0,65.0,22.0,15.0,10.0,11.0,8.0,10.0,11.0
332--Fabricated Metal Products,Exports,Rhode Island,9.0,11.0,10.0,13.0,13.0,13.0,14.0,14.0,11.0,12.0,9.0,7.0,9.0,12.0,10.0,10.0
339--Miscellaneous Manufactures,Exports,Rhode Island,10.0,15.0,17.0,7.0,6.0,6.0,6.0,4.0,4.0,5.0,7.0,13.0,6.0,7.0,6.0,7.0
334--Computer & Electronic Products,Exports,Rhode Island,11.0,22.0,17.0,7.0,9.0,12.0,15.0,15.0,14.0,12.0,13.0,8.0,9.0,13.0,11.0,6.0
327--Nonmetallic Mineral Products,Exports,Rhode Island,1.0,1.0,1.0,3.0,6.0,7.0,9.0,9.0,8.0,8.0,9.0,6.0,2.0,2.0,2.0,5.0
311--Processed Foods,Exports,Rhode Island,0.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0
313--Textiles & Fabrics,Exports,Rhode Island,1.0,6.0,6.0,6.0,4.0,3.0,5.0,6.0,6.0,11.0,10.0,8.0,2.0,1.0,4.0,2.0
337--Furniture & Fixtures,Exports,Rhode Island,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0
322--Paper,Exports,Rhode Island,1.0,4.0,5.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
212--Minerals & Ores,Exports,Rhode Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
314--Textile Mill Products,Exports,Rhode Island,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
930--Used Or Second-Hand Merchandise,Exports,Rhode Island,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
323--Printed Matter & Related Products,Exports,Rhode Island,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
114--Fish & Other Marine Products,Exports,Rhode Island,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
315--Apparel & Accessories,Exports,Rhode Island,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
316--Leather & Allied Products,Exports,Rhode Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
321--Wood Products,Exports,Rhode Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324--Petroleum & Coal Products,Exports,Rhode Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
990--Other Special Classification Provisions,Exports,Rhode Island,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
910--Waste And Scrap,Exports,Rhode Island,0.0,0.0,0.0,0.0,0.0,18.0,17.0,16.0,6.0,13.0,5.0,15.0,19.0,3.0,5.0,5.0
211--Oil & Gas,Exports,Rhode Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113--Forestry Products,Exports,Rhode Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112--Livestock & Livestock Products,Exports,Rhode Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111--Agricultural Products,Exports,Rhode Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--All Merchandise,Imports,South Carolina,1204.0,1714.0,2272.0,2783.0,2222.0,3641.0,3451.0,3393.0,3615.0,3798.0,4732.0,4419.0,5210.0,5586.0,5554.0,5678.0
336--Transportation Equipment,Imports,South Carolina,290.0,495.0,895.0,980.0,851.0,1175.0,1394.0,1475.0,1529.0,1691.0,2416.0,2253.0,2731.0,2862.0,2973.0,3095.0
"333--Machinery, Except Electrical",Imports,South Carolina,46.0,85.0,105.0,173.0,111.0,175.0,181.0,308.0,554.0,587.0,591.0,663.0,753.0,589.0,710.0,774.0
326--Plastics & Rubber Products,Imports,South Carolina,38.0,41.0,47.0,263.0,329.0,279.0,218.0,317.0,374.0,228.0,234.0,211.0,296.0,367.0,434.0,449.0
"335--Electrical Equipment, Appliances & Components",Imports,South Carolina,190.0,211.0,337.0,579.0,233.0,361.0,434.0,465.0,367.0,445.0,436.0,421.0,472.0,850.0,505.0,399.0
334--Computer & Electronic Products,Imports,South Carolina,257.0,337.0,310.0,327.0,300.0,1076.0,723.0,405.0,338.0,368.0,391.0,301.0,298.0,246.0,222.0,233.0
332--Fabricated Metal Products,Imports,South Carolina,75.0,85.0,80.0,93.0,47.0,125.0,105.0,96.0,75.0,108.0,190.0,130.0,124.0,142.0,180.0,173.0
980--Goods Returned (Exports and Imports) and Reimports - Canada Only,Imports,South Carolina,55.0,61.0,61.0,41.0,48.0,40.0,58.0,65.0,65.0,43.0,67.0,69.0,76.0,110.0,85.0,86.0
312--Beverages & Tobacco Products,Imports,South Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,9.0,32.0,64.0
325--Chemicals,Imports,South Carolina,14.0,20.0,37.0,44.0,77.0,144.0,91.0,54.0,55.0,80.0,78.0,48.0,67.0,77.0,51.0,64.0
316--Leather & Allied Products,Imports,South Carolina,35.0,50.0,22.0,3.0,2.0,8.0,7.0,4.0,5.0,6.0,108.0,112.0,70.0,56.0,91.0,62.0
339--Miscellaneous Manufactures,Imports,South Carolina,5.0,6.0,8.0,12.0,16.0,17.0,10.0,11.0,13.0,25.0,17.0,15.0,15.0,39.0,44.0,44.0
327--Nonmetallic Mineral Products,Imports,South Carolina,30.0,43.0,47.0,54.0,56.0,64.0,73.0,69.0,72.0,64.0,51.0,48.0,70.0,36.0,27.0,44.0
331--Primary Metal Manufactures,Imports,South Carolina,0.0,33.0,2.0,1.0,11.0,9.0,9.0,7.0,12.0,9.0,6.0,12.0,37.0,24.0,30.0,41.0
337--Furniture & Fixtures,Imports,South Carolina,18.0,10.0,10.0,9.0,9.0,11.0,13.0,16.0,15.0,20.0,25.0,22.0,33.0,10.0,12.0,29.0
315--Apparel & Accessories,Imports,South Carolina,68.0,79.0,73.0,84.0,77.0,84.0,59.0,34.0,41.0,24.0,11.0,11.0,19.0,22.0,39.0,28.0
314--Textile Mill Products,Imports,South Carolina,50.0,27.0,41.0,37.0,5.0,8.0,9.0,15.0,16.0,30.0,39.0,44.0,42.0,37.0,29.0,25.0
313--Textiles & Fabrics,Imports,South Carolina,13.0,15.0,23.0,14.0,14.0,21.0,16.0,15.0,32.0,26.0,27.0,16.0,30.0,30.0,19.0,18.0
111--Agricultural Products,Imports,South Carolina,4.0,9.0,19.0,15.0,19.0,13.0,21.0,15.0,21.0,26.0,21.0,16.0,13.0,38.0,22.0,14.0
910--Waste And Scrap,Imports,South Carolina,4.0,19.0,15.0,13.0,8.0,13.0,15.0,11.0,9.0,11.0,8.0,4.0,27.0,12.0,19.0,11.0
322--Paper,Imports,South Carolina,1.0,74.0,97.0,2.0,0.0,1.0,4.0,3.0,1.0,2.0,3.0,9.0,18.0,15.0,7.0,8.0
321--Wood Products,Imports,South Carolina,2.0,2.0,5.0,7.0,6.0,5.0,0.0,0.0,1.0,3.0,1.0,3.0,7.0,4.0,2.0,8.0
311--Processed Foods,Imports,South Carolina,7.0,6.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,3.0,5.0,2.0,1.0,13.0,18.0,7.0
324--Petroleum & Coal Products,Imports,South Carolina,0.0,5.0,34.0,29.0,19.5,10.0,5.0,6.0,19.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
323--Printed Matter & Related Products,Imports,South Carolina,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
930--Used Or Second-Hand Merchandise,Imports,South Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113--Forestry Products,Imports,South Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0
990--Other Special Classification Provisions,Imports,South Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
920--Used Or Second-Hand Merchandise,Imports,South Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212--Minerals & Ores,Imports,South Carolina,0.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0
211--Oil & Gas,Imports,South Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114--Fish & Other Marine Products,Imports,South Carolina,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112--Livestock & Livestock Products,Imports,South Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--All Merchandise,Exports,South Carolina,1102.0,1319.0,1775.0,1972.0,1884.0,2226.0,2501.0,2119.0,2608.0,2770.0,2197.0,1816.0,2118.0,2373.0,3038.0,3610.0
326--Plastics & Rubber Products,Exports,South Carolina,391.0,422.0,513.0,583.0,553.0,624.0,581.0,494.0,415.0,368.0,355.0,278.0,394.0,429.0,623.0,703.0
336--Transportation Equipment,Exports,South Carolina,85.0,109.0,135.0,177.0,239.0,341.0,575.0,523.0,1025.0,919.0,497.0,315.0,348.0,421.0,652.0,558.0
332--Fabricated Metal Products,Exports,South Carolina,27.0,42.0,57.0,55.0,120.0,196.0,207.0,141.0,108.0,142.0,135.0,119.0,102.0,175.0,285.0,430.0
331--Primary Metal Manufactures,Exports,South Carolina,44.0,77.0,72.0,80.0,71.0,70.0,104.0,95.0,135.0,123.0,122.0,133.0,249.0,200.0,237.0,349.0
"335--Electrical Equipment, Appliances & Components",Exports,South Carolina,46.0,64.0,117.0,137.0,91.0,74.0,92.0,88.0,100.0,111.0,163.0,206.0,192.0,238.0,230.0,332.0
325--Chemicals,Exports,South Carolina,209.0,214.0,298.0,301.0,304.0,345.0,247.0,194.0,210.0,231.0,206.0,204.0,232.0,266.0,273.0,327.0
"333--Machinery, Except Electrical",Exports,South Carolina,113.0,116.0,287.0,276.0,118.0,123.0,258.0,171.0,186.0,379.0,198.0,138.0,193.0,190.0,226.0,327.0
334--Computer & Electronic Products,Exports,South Carolina,33.0,51.0,71.0,92.0,98.0,105.0,99.0,121.0,128.0,154.0,167.0,154.0,95.0,107.0,106.0,146.0
313--Textiles & Fabrics,Exports,South Carolina,77.0,112.0,95.0,109.0,101.0,113.0,133.0,107.0,95.0,157.0,152.0,123.0,99.0,125.0,127.0,129.0
322--Paper,Exports,South Carolina,39.0,65.0,73.0,81.0,100.0,105.0,87.0,86.0,116.0,92.0,89.0,44.0,57.0,73.0,104.0,118.0
339--Miscellaneous Manufactures,Exports,South Carolina,4.0,3.0,4.0,6.0,13.0,18.0,17.0,13.0,12.0,12.0,14.0,10.0,11.0,20.0,38.0,38.0
327--Nonmetallic Mineral Products,Exports,South Carolina,11.0,11.0,13.0,18.0,13.0,17.0,17.0,14.0,14.0,13.0,17.0,13.0,20.0,23.0,24.0,35.0
